x_value,total_1,total_2 
3989,5104,3038
3990,5109,3044
3991,5110,3047
3992,5109,3042
3993,5105,3042
3994,5101,3047
3995,5109,3046
3996,5110,3042
3997,5104,3046
3998,5098,3044
3999,5104,3045
4000,5112,3051
4001,5115,3049
4002,5114,3055
4003,5121,3059
4004,5122,3055
4005,5120,3060
4006,5119,3063
4007,5127,3064
4008,5123,3064
4009,5118,3060
4010,5119,3064
4011,5115,3070
4012,5117,3071
4013,5113,3077
4014,5107,3078
4015,5115,3080
4016,5112,3081
4017,5119,3082
4018,5118,3083
4019,5115,3083
4020,5122,3089
4021,5125,3092
4022,5128,3090
4023,5129,3095
4024,5136,3097
4025,5143,3096
4026,5146,3096
4027,5142,3096
4028,5137,3091
4029,5140,3086
4030,5143,3089
4031,5142,3093
4032,5138,3089
4033,5135,3086
4034,5131,3091
4035,5136,3092
4036,5137,3088
4037,5138,3084
4038,5132,3079
4039,5134,3083
4040,5139,3083
4041,5142,3081
4042,5138,3080
4043,5136,3079
4044,5135,3075
4045,5140,3073
4046,5144,3071
4047,5145,3077
4048,5144,3075
4049,5140,3075
4050,5139,3081
4051,5146,3086
4052,5140,3090
4053,5141,3094
4054,5137,3097
4055,5137,3102
4056,5142,3106
4057,5144,3111
4058,5149,3117
4059,5151,3115
4060,5149,3111
4061,5143,3112
4062,5148,3110
4063,5151,3109
4064,5151,3105
4065,5158,3102
4066,5163,3105
4067,5157,3105
4068,5156,3109
4069,5157,3115
4070,5159,3118
4071,5153,3113
4072,5155,3113
4073,5156,3118
4074,5161,3115
4075,5169,3115
4076,5173,3113
4077,5175,3110
4078,5176,3111
4079,5173,3113
4080,5177,3113
4081,5174,3110
4082,5180,3115
4083,5183,3117
4084,5189,3123
4085,5183,3120
4086,5184,3122
4087,5189,3117
4088,5196,3116
4089,5201,3118
4090,5202,3124
4091,5206,3126
4092,5209,3124
4093,5214,3126
4094,5210,3124
4095,5207,3122
4096,5210,3122
4097,5204,3123
4098,5202,3120
4099,5201,3117
4100,5205,3121
4101,5202,3122
4102,5200,3125
4103,5196,3125
4104,5198,3121
4105,5202,3117
4106,5206,3114
4107,5207,3111
4108,5214,3107
4109,5210,3108
4110,5214,3111
4111,5212,3108
4112,5218,3105
4113,5218,3109
4114,5225,3111
4115,5232,3107
4116,5226,3102
4117,5230,3107
4118,5231,3102
4119,5233,3101
4120,5238,3098
4121,5242,3093
4122,5236,3099
4123,5237,3103
4124,5237,3108
4125,5240,3114
4126,5237,3111
4127,5239,3109
4128,5240,3107
4129,5240,3105
4130,5243,3105
4131,5241,3100
4132,5236,3100
4133,5243,3096
4134,5247,3092
4135,5248,3089
4136,5244,3084
4137,5238,3090
4138,5243,3091
4139,5239,3086
4140,5239,3089
4141,5240,3090
4142,5239,3087
4143,5236,3090
4144,5231,3086
4145,5226,3082
4146,5226,3080
4147,5229,3078
4148,5225,3079
4149,5226,3078
4150,5234,3075
4151,5241,3070
4152,5240,3066
4153,5234,3070
4154,5229,3067
4155,5231,3072
4156,5235,3077
4157,5230,3081
4158,5227,3080
4159,5234,3085
4160,5236,3086
4161,5234,3092
4162,5234,3093
4163,5241,3091
4164,5243,3097
4165,5243,3092
4166,5242,3094
4167,5250,3097
4168,5254,3101
4169,5256,3105
4170,5260,3100
4171,5260,3104
4172,5259,3105
4173,5266,3105
4174,5268,3104
4175,5263,3104
4176,5258,3099
4177,5254,3101
4178,5256,3107
4179,5260,3104
4180,5267,3103
4181,5267,3099
4182,5265,3095
4183,5260,3100
4184,5266,3105
4185,5274,3109
4186,5280,3114
4187,5283,3119
4188,5281,3125
4189,5275,3121
4190,5273,3116
4191,5268,3112
4192,5270,3116
4193,5269,3118
4194,5265,3120
4195,5270,3116
4196,5267,3120
4197,5267,3119
4198,5275,3115
4199,5271,3121
4200,5269,3127
4201,5272,3122
4202,5272,3126
4203,5275,3131
4204,5276,3132
4205,5281,3136
4206,5282,3142
4207,5283,3143
4208,5289,3148
4209,5292,3149
4210,5296,3147
4211,5294,3143
4212,5296,3147
4213,5304,3143
4214,5304,3138
4215,5310,3134
4216,5318,3132
4217,5314,3127
4218,5319,3132
4219,5327,3127
4220,5326,3126
4221,5324,3130
4222,5329,3127
4223,5337,3131
4224,5333,3127
4225,5327,3124
4226,5335,3130
4227,5333,3131
4228,5327,3130
4229,5323,3134
4230,5319,3137
4231,5324,3139
4232,5322,3135
4233,5323,3133
4234,5317,3130
4235,5316,3129
4236,5318,3126
4237,5318,3132
4238,5325,3130
4239,5331,3135
4240,5333,3140
4241,5338,3144
4242,5339,3149
4243,5344,3154
4244,5346,3154
4245,5345,3158
4246,5353,3155
4247,5356,3154
4248,5358,3149
4249,5359,3150
4250,5356,3148
4251,5351,3152
4252,5359,3151
4253,5364,3149
4254,5369,3149
4255,5363,3151
4256,5361,3148
4257,5369,3148
4258,5364,3150
4259,5369,3147
4260,5372,3144
4261,5379,3146
4262,5375,3146
4263,5373,3149
4264,5378,3146
4265,5377,3144
4266,5373,3142
4267,5375,3145
4268,5376,3145
4269,5376,3147
4270,5373,3153
4271,5369,3157
4272,5368,3163
4273,5375,3162
4274,5375,3164
4275,5370,3159
4276,5376,3155
4277,5382,3150
4278,5376,3154
4279,5383,3155
4280,5389,3157
4281,5395,3162
4282,5396,3161
4283,5403,3164
4284,5410,3162
4285,5408,3162
4286,5403,3159
4287,5411,3163
4288,5406,3158
4289,5411,3160
4290,5417,3166
4291,5411,3170
4292,5408,3172
4293,5413,3170
4294,5409,3167
4295,5412,3168
4296,5420,3171
4297,5422,3170
4298,5427,3175
4299,5434,3181
4300,5442,3182
4301,5449,3188
4302,5457,3192
4303,5454,3188
4304,5456,3185
4305,5456,3185
4306,5456,3184
4307,5452,3183
4308,5448,3181
4309,5456,3176
4310,5460,3173
4311,5460,3175
4312,5460,3172
4313,5461,3175
4314,5461,3180
4315,5457,3185
4316,5452,3186
4317,5449,3183
4318,5445,3184
4319,5441,3179
4320,5446,3174
4321,5440,3172
4322,5448,3173
4323,5454,3170
4324,5459,3168
4325,5460,3164
4326,5463,3170
4327,5457,3170
4328,5464,3170
4329,5469,3167
4330,5473,3170
4331,5480,3169
4332,5477,3175
4333,5474,3176
4334,5474,3175
4335,5470,3174
4336,5465,3169
4337,5467,3174
4338,5471,3176
4339,5472,3172
4340,5478,3168
4341,5485,3173
4342,5489,3175
4343,5497,3173
4344,5504,3173
4345,5500,3175
4346,5503,3172
4347,5502,3176
4348,5503,3178
4349,5508,3184
4350,5508,3187
4351,5510,3191
4352,5509,3193
4353,5503,3197
4354,5506,3194
4355,5503,3198
4356,5509,3203
4357,5517,3205
4358,5525,3202
4359,5522,3208
4360,5517,3203
4361,5517,3208
4362,5519,3210
4363,5524,3211
4364,5529,3209
4365,5526,3213
4366,5522,3213
4367,5517,3212
4368,5523,3207
4369,5525,3204
4370,5520,3205
4371,5519,3207
4372,5523,3212
4373,5531,3216
4374,5525,3220
4375,5523,3215
4376,5523,3216
4377,5528,3213
4378,5529,3214
4379,5533,3216
4380,5535,3211
4381,5539,3217
4382,5541,3219
4383,5538,3216
4384,5534,3213
4385,5532,3214
4386,5532,3218
4387,5537,3217
4388,5531,3218
4389,5537,3215
4390,5542,3221
4391,5537,3222
4392,5532,3222
4393,5539,3221
4394,5538,3220
4395,5543,3218
4396,5541,3219
4397,5548,3216
4398,5545,3218
4399,5541,3217
4400,5546,3222
4401,5552,3227
4402,5559,3230
4403,5559,3230
4404,5566,3227
4405,5571,3230
4406,5567,3227
4407,5571,3231
4408,5572,3235
4409,5577,3234
4410,5574,3229
4411,5569,3234
4412,5565,3238
4413,5561,3244
4414,5563,3250
4415,5564,3249
4416,5563,3249
4417,5565,3246
4418,5569,3241
4419,5568,3238
4420,5570,3241
4421,5569,3236
4422,5571,3234
4423,5571,3240
4424,5573,3246
4425,5575,3250
4426,5572,3256
4427,5567,3251
4428,5571,3249
4429,5569,3253
4430,5566,3256
4431,5561,3254
4432,5557,3249
4433,5564,3244
4434,5565,3250
4435,5565,3254
4436,5572,3257
4437,5571,3252
4438,5571,3257
4439,5566,3252
4440,5561,3247
4441,5560,3246
4442,5555,3249
4443,5549,3249
4444,5557,3249
4445,5563,3251
4446,5571,3249
4447,5565,3249
4448,5573,3255
4449,5576,3253
4450,5581,3249
4451,5588,3246
4452,5582,3249
4453,5582,3252
4454,5579,3248
4455,5578,3249
4456,5575,3250
4457,5572,3247
4458,5566,3243
4459,5566,3242
4460,5569,3245
4461,5577,3244
4462,5582,3247
4463,5590,3243
4464,5593,3242
4465,5600,3246
4466,5596,3250
4467,5593,3250
4468,5593,3249
4469,5592,3248
4470,5600,3254
4471,5600,3252
4472,5601,3247
4473,5598,3245
4474,5606,3250
4475,5604,3253
4476,5605,3248
4477,5613,3247
4478,5613,3248
4479,5608,3248
4480,5608,3254
4481,5611,3260
4482,5617,3265
4483,5619,3264
4484,5625,3262
4485,5629,3262
4486,5634,3259
4487,5641,3263
4488,5640,3268
4489,5641,3269
4490,5649,3270
4491,5648,3273
4492,5646,3269
4493,5652,3270
4494,5657,3270
4495,5655,3270
4496,5663,3268
4497,5667,3268
4498,5668,3268
4499,5671,3264
4500,5673,3267
4501,5678,3268
4502,5682,3265
4503,5689,3271
4504,5683,3272
4505,5690,3272
4506,5695,3278
4507,5697,3273
4508,5698,3270
4509,5699,3276
4510,5703,3277
4511,5703,3279
4512,5710,3276
4513,5713,3272
4514,5721,3275
4515,5718,3272
4516,5726,3271
4517,5722,3270
4518,5722,3270
4519,5721,3267
4520,5715,3263
4521,5720,3268
4522,5725,3272
4523,5733,3273
4524,5733,3269
4525,5730,3268
4526,5727,3271
4527,5729,3274
4528,5730,3273
4529,5725,3278
4530,5729,3274
4531,5724,3280
4532,5727,3286
4533,5723,3286
4534,5724,3289
4535,5731,3285
4536,5733,3288
4537,5739,3286
4538,5741,3282
4539,5738,3286
4540,5745,3285
4541,5749,3283
4542,5757,3287
4543,5757,3290
4544,5765,3296
4545,5761,3295
4546,5760,3300
4547,5767,3305
4548,5767,3309
4549,5763,3315
4550,5769,3319
4551,5775,3323
4552,5775,3323
4553,5782,3321
4554,5776,3323
4555,5776,3322
4556,5780,3323
4557,5783,3327
4558,5788,3326
4559,5794,3327
4560,5801,3323
4561,5802,3329
4562,5808,3329
4563,5810,3331
4564,5817,3334
4565,5824,3334
4566,5825,3340
4567,5831,3341
4568,5838,3339
4569,5845,3340
4570,5842,3344
4571,5840,3347
4572,5834,3343
4573,5835,3338
4574,5832,3335
4575,5836,3340
4576,5839,3340
4577,5840,3343
4578,5837,3338
4579,5840,3336
4580,5844,3335
4581,5838,3336
4582,5842,3338
4583,5845,3339
4584,5849,3342
4585,5855,3339
4586,5858,3336
4587,5865,3332
4588,5862,3327
4589,5858,3322
4590,5853,3318
4591,5855,3319
4592,5852,3319
4593,5858,3314
4594,5853,3316
4595,5849,3320
4596,5852,3324
4597,5857,3327
4598,5864,3333
4599,5869,3331
4600,5869,3329
4601,5872,3326
4602,5869,3322
4603,5867,3320
4604,5873,3316
4605,5875,3312
4606,5880,3307
4607,5883,3304
4608,5877,3308
4609,5874,3307
4610,5874,3311
4611,5873,3311
4612,5874,3306
4613,5876,3309
4614,5882,3309
4615,5879,3311
4616,5881,3317
4617,5875,3319
4618,5872,3315
4619,5880,3320
4620,5885,3320
4621,5882,3323
4622,5876,3318
4623,5871,3322
4624,5875,3326
4625,5883,3328
4626,5886,3332
4627,5887,3327
4628,5883,3328
4629,5882,3326
4630,5885,3331
4631,5881,3326
4632,5886,3330
4633,5882,3330
4634,5889,3336
4635,5891,3335
4636,5891,3331
4637,5891,3334
4638,5888,3336
4639,5886,3340
4640,5886,3344
4641,5880,3348
4642,5878,3352
4643,5880,3357
4644,5886,3363
4645,5889,3363
4646,5895,3358
4647,5893,3361
4648,5889,3362
4649,5890,3366
4650,5886,3369
4651,5882,3368
4652,5887,3363
4653,5888,3360
4654,5885,3361
4655,5885,3360
4656,5879,3365
4657,5878,3363
4658,5874,3367
4659,5882,3368
4660,5889,3367
4661,5891,3363
4662,5885,3358
4663,5882,3362
4664,5881,3364
4665,5884,3366
4666,5890,3364
4667,5884,3359
4668,5883,3356
4669,5878,3361
4670,5878,3362
4671,5877,3360
4672,5880,3358
4673,5883,3358
4674,5891,3353
4675,5898,3354
4676,5899,3352
4677,5894,3347
4678,5888,3346
4679,5895,3347
4680,5898,3349
4681,5897,3355
4682,5893,3359
4683,5899,3355
4684,5906,3355
4685,5913,3351
4686,5907,3346
4687,5913,3347
4688,5910,3351
4689,5912,3349
4690,5909,3350
4691,5908,3354
4692,5903,3360
4693,5899,3357
4694,5894,3360
4695,5889,3355
4696,5889,3361
4697,5887,3362
4698,5883,3362
4699,5879,3363
4700,5874,3360
4701,5874,3364
4702,5876,3365
4703,5883,3366
4704,5881,3370
4705,5881,3372
4706,5884,3374
4707,5884,3377
4708,5878,3377
4709,5885,3378
4710,5887,3373
4711,5882,3377
4712,5884,3379
4713,5887,3383
4714,5885,3388
4715,5881,3392
4716,5877,3393
4717,5875,3392
4718,5881,3387
4719,5884,3382
4720,5881,3388
4721,5882,3388
4722,5887,3387
4723,5888,3384
4724,5884,3382
4725,5881,3387
4726,5877,3387
4727,5882,3386
4728,5888,3384
4729,5882,3390
4730,5882,3389
4731,5884,3384
4732,5888,3380
4733,5893,3378
4734,5889,3377
4735,5895,3374
4736,5895,3373
4737,5900,3379
4738,5903,3382
4739,5908,3378
4740,5908,3375
4741,5916,3381
4742,5913,3384
4743,5916,3379
4744,5923,3380
4745,5917,3380
4746,5923,3384
4747,5927,3389
4748,5922,3390
4749,5927,3393
4750,5931,3390
4751,5936,3386
4752,5943,3389
4753,5940,3386
4754,5942,3390
4755,5945,3392
4756,5952,3394
4757,5947,3398
4758,5947,3400
4759,5944,3402
4760,5944,3408
4761,5952,3413
4762,5958,3413
4763,5959,3414
4764,5967,3410
4765,5963,3408
4766,5968,3408
4767,5971,3413
4768,5967,3414
4769,5971,3417
4770,5973,3419
4771,5969,3422
4772,5971,3426
4773,5973,3428
4774,5969,3428
4775,5975,3432
4776,5976,3429
4777,5971,3432
4778,5979,3427
4779,5974,3426
4780,5968,3431
4781,5974,3436
4782,5972,3437
4783,5969,3441
4784,5977,3438
4785,5972,3435
4786,5980,3434
4787,5988,3431
4788,5992,3430
4789,5988,3425
4790,5993,3423
4791,5994,3428
4792,5990,3428
4793,5991,3423
4794,5987,3420
4795,5986,3423
4796,5984,3421
4797,5987,3420
4798,5994,3416
4799,5993,3420
4800,6000,3415
4801,5996,3415
4802,5999,3421
4803,5996,3421
4804,6003,3418
4805,6006,3420
4806,6010,3425
4807,6013,3430
4808,6007,3430
4809,6001,3429
4810,6002,3434
4811,6009,3440
4812,6017,3436
4813,6020,3436
4814,6018,3435
4815,6014,3430
4816,6020,3428
4817,6018,3427
4818,6025,3425
4819,6027,3429
4820,6034,3426
4821,6031,3425
4822,6026,3425
4823,6028,3426
4824,6025,3426
4825,6020,3422
4826,6018,3421
4827,6012,3423
4828,6020,3420
4829,6014,3418
4830,6022,3420
4831,6026,3425
4832,6032,3420
4833,6032,3422
4834,6030,3423
4835,6035,3422
4836,6031,3428
4837,6028,3431
4838,6024,3436
4839,6019,3434
4840,6027,3440
4841,6021,3442
4842,6026,3440
4843,6031,3443
4844,6025,3438
4845,6029,3433
4846,6032,3436
4847,6039,3434
4848,6034,3440
4849,6041,3435
4850,6047,3439
4851,6049,3438
4852,6055,3435
4853,6050,3434
4854,6056,3440
4855,6051,3445
4856,6059,3444
4857,6056,3441
4858,6056,3445
4859,6062,3442
4860,6066,3445
4861,6073,3449
4862,6081,3447
4863,6082,3446
4864,6082,3448
4865,6084,3451
4866,6078,3448
4867,6079,3451
4868,6083,3451
4869,6089,3452
4870,6083,3447
4871,6090,3445
4872,6088,3448
4873,6088,3448
4874,6087,3450
4875,6092,3448
4876,6090,3448
4877,6087,3452
4878,6083,3458
4879,6086,3457
4880,6083,3460
4881,6079,3466
4882,6085,3470
4883,6079,3476
4884,6074,3476
4885,6068,3480
4886,6075,3482
4887,6072,3480
4888,6079,3481
4889,6079,3485
4890,6083,3489
4891,6091,3493
4892,6096,3491
4893,6099,3492
4894,6100,3494
4895,6104,3499
4896,6098,3499
4897,6099,3502
4898,6106,3507
4899,6102,3505
4900,6096,3503
4901,6101,3508
4902,6103,3509
4903,6108,3504
4904,6110,3505
4905,6115,3504
4906,6111,3501
4907,6105,3507
4908,6113,3508
4909,6121,3505
4910,6125,3508
4911,6124,3505
4912,6128,3503
4913,6132,3498
4914,6131,3493
4915,6131,3495
4916,6135,3497
4917,6129,3500
4918,6130,3505
4919,6136,3508
4920,6132,3505
4921,6133,3501
4922,6135,3505
4923,6138,3508
4924,6145,3508
4925,6140,3508
4926,6135,3509
4927,6134,3506
4928,6130,3509
4929,6136,3508
4930,6134,3510
4931,6142,3513
4932,6139,3519
4933,6135,3522
4934,6137,3517
4935,6139,3523
4936,6133,3524
4937,6132,3523
4938,6138,3522
4939,6146,3528
4940,6140,3527
4941,6148,3531
4942,6154,3527
4943,6149,3531
4944,6145,3526
4945,6143,3524
4946,6150,3530
4947,6151,3526
4948,6157,3526
4949,6162,3529
4950,6159,3525
4951,6161,3528
4952,6157,3531
4953,6151,3530
4954,6145,3533
4955,6141,3536
4956,6144,3540
4957,6140,3535
4958,6139,3540
4959,6146,3538
4960,6141,3543
4961,6140,3546
4962,6142,3542
4963,6140,3543
4964,6144,3539
4965,6152,3545
4966,6147,3544
4967,6153,3541
4968,6154,3539
4969,6148,3534
4970,6149,3540
4971,6144,3540
4972,6142,3545
4973,6142,3550
4974,6142,3555
4975,6138,3552
4976,6134,3554
4977,6140,3556
4978,6137,3551
4979,6142,3552
4980,6148,3555
4981,6149,3552
4982,6146,3550
4983,6144,3553
4984,6140,3550
4985,6141,3549
4986,6141,3552
4987,6149,3548
4988,6145,3547
4989,6143,3544
4990,6148,3547
4991,6148,3553
4992,6151,3555
4993,6146,3550
4994,6151,3551
4995,6156,3551
4996,6152,3557
4997,6147,3555
4998,6149,3561
4999,6150,3565
5000,6155,3564
5001,6157,3563
5002,6159,3567
5003,6164,3567
5004,6162,3568
5005,6162,3569
5006,6165,3568
5007,6160,3569
5008,6159,3572
5009,6161,3567
5010,6163,3570
5011,6159,3568
5012,6163,3568
5013,6160,3566
5014,6159,3569
5015,6166,3571
5016,6168,3567
5017,6166,3566
5018,6174,3563
5019,6176,3561
5020,6180,3563
5021,6184,3560
5022,6191,3555
5023,6199,3559
5024,6198,3564
5025,6203,3569
5026,6202,3565
5027,6204,3565
5028,6200,3571
5029,6205,3567
5030,6199,3571
5031,6195,3566
5032,6190,3567
5033,6185,3570
5034,6192,3574
5035,6187,3572
5036,6189,3568
5037,6193,3563
5038,6197,3565
5039,6200,3562
5040,6205,3558
5041,6212,3557
5042,6208,3562
5043,6210,3557
5044,6214,3557
5045,6213,3558
5046,6208,3563
5047,6212,3562
5048,6212,3568
5049,6218,3574
5050,6224,3577
5051,6223,3579
5052,6218,3580
5053,6212,3579
5054,6219,3582
5055,6222,3584
5056,6227,3584
5057,6229,3585
5058,6233,3588
5059,6230,3587
5060,6224,3584
5061,6219,3588
5062,6217,3587
5063,6221,3591
5064,6221,3591
5065,6215,3592
5066,6211,3592
5067,6219,3597
5068,6213,3599
5069,6207,3603
5070,6214,3602
5071,6217,3607
5072,6225,3609
5073,6219,3612
5074,6222,3610
5075,6229,3610
5076,6226,3614
5077,6233,3615
5078,6229,3614
5079,6230,3609
5080,6231,3607
5081,6229,3611
5082,6230,3608
5083,6226,3611
5084,6221,3613
5085,6218,3619
5086,6218,3617
5087,6225,3616
5088,6230,3617
5089,6228,3613
5090,6227,3615
5091,6229,3616
5092,6227,3619
5093,6227,3625
5094,6224,3626
5095,6220,3622
5096,6223,3621
5097,6223,3627
5098,6223,3622
5099,6225,3627
5100,6221,3626
5101,6223,3629
5102,6223,3627
5103,6230,3625
5104,6230,3621
5105,6231,3626
5106,6232,3627
5107,6236,3623
5108,6239,3623
5109,6238,3629
5110,6244,3634
5111,6241,3632
5112,6248,3636
5113,6246,3640
5114,6242,3643
5115,6237,3641
5116,6243,3636
5117,6243,3634
5118,6250,3634
5119,6250,3637
5120,6251,3634
5121,6255,3634
5122,6261,3640
5123,6264,3645
5124,6272,3647
5125,6268,3644
5126,6271,3642
5127,6269,3647
5128,6263,3645
5129,6270,3644
5130,6270,3648
5131,6276,3653
5132,6278,3656
5133,6274,3658
5134,6272,3659
5135,6266,3658
5136,6261,3656
5137,6263,3654
5138,6264,3657
5139,6268,3654
5140,6271,3659
5141,6269,3658
5142,6265,3661
5143,6261,3658
5144,6264,3657
5145,6266,3662
5146,6263,3657
5147,6258,3657
5148,6257,3660
5149,6262,3663
5150,6265,3669
5151,6273,3667
5152,6280,3671
5153,6284,3668
5154,6280,3669
5155,6282,3670
5156,6283,3667
5157,6280,3673
5158,6286,3673
5159,6287,3671
5160,6295,3673
5161,6291,3678
5162,6286,3684
5163,6288,3679
5164,6293,3676
5165,6292,3674
5166,6293,3669
5167,6299,3669
5168,6294,3674
5169,6296,3679
5170,6304,3682
5171,6312,3679
5172,6320,3677
5173,6326,3678
5174,6333,3679
5175,6336,3679
5176,6341,3675
5177,6341,3676
5178,6343,3674
5179,6344,3673
5180,6340,3675
5181,6347,3677
5182,6350,3673
5183,6350,3676
5184,6348,3676
5185,6348,3682
5186,6352,3683
5187,6346,3685
5188,6353,3682
5189,6350,3680
5190,6345,3686
5191,6350,3681
5192,6357,3686
5193,6354,3686
5194,6358,3681
5195,6354,3676
5196,6349,3676
5197,6352,3674
5198,6346,3671
5199,6342,3676
5200,6336,3671
5201,6335,3677
5202,6342,3678
5203,6345,3676
5204,6344,3681
5205,6344,3676
5206,6339,3681
5207,6333,3677
5208,6335,3681
5209,6329,3682
5210,6334,3686
5211,6341,3690
5212,6340,3695
5213,6344,3698
5214,6342,3696
5215,6347,3693
5216,6347,3695
5217,6354,3700
5218,6354,3702
5219,6357,3698
5220,6360,3704
5221,6361,3699
5222,6358,3694
5223,6359,3692
5224,6367,3694
5225,6362,3700
5226,6368,3702
5227,6362,3697
5228,6358,3698
5229,6364,3703
5230,6368,3701
5231,6373,3706
5232,6367,3705
5233,6372,3704
5234,6370,3709
5235,6370,3711
5236,6370,3706
5237,6366,3709
5238,6365,3713
5239,6372,3710
5240,6369,3714
5241,6375,3716
5242,6370,3712
5243,6365,3707
5244,6366,3708
5245,6364,3708
5246,6362,3703
5247,6370,3701
5248,6370,3705
5249,6365,3708
5250,6368,3714
5251,6362,3711
5252,6370,3710
5253,6373,3713
5254,6368,3708
5255,6363,3704
5256,6371,3701
5257,6365,3700
5258,6359,3706
5259,6367,3701
5260,6370,3707
5261,6377,3713
5262,6376,3710
5263,6370,3709
5264,6378,3706
5265,6376,3708
5266,6372,3713
5267,6367,3715
5268,6364,3711
5269,6360,3710
5270,6365,3711
5271,6372,3706
5272,6374,3703
5273,6375,3702
5274,6380,3698
5275,6385,3697
5276,6384,3698
5277,6389,3702
5278,6385,3705
5279,6387,3701
5280,6393,3702
5281,6387,3697
5282,6388,3697
5283,6384,3702
5284,6392,3699
5285,6400,3702
5286,6403,3708
5287,6402,3714
5288,6401,3709
5289,6403,3707
5290,6408,3707
5291,6412,3711
5292,6415,3710
5293,6419,3712
5294,6423,3711
5295,6419,3714
5296,6420,3710
5297,6415,3716
5298,6420,3714
5299,6427,3713
5300,6426,3715
5301,6427,3710
5302,6431,3705
5303,6425,3708
5304,6432,3708
5305,6431,3714
5306,6430,3717
5307,6431,3721
5308,6433,3717
5309,6436,3713
5310,6444,3718
5311,6443,3721
5312,6439,3726
5313,6433,3724
5314,6427,3721
5315,6432,3716
5316,6428,3715
5317,6428,3716
5318,6423,3719
5319,6419,3723
5320,6416,3722
5321,6421,3725
5322,6419,3727
5323,6425,3724
5324,6428,3730
5325,6427,3728
5326,6434,3731
5327,6439,3728
5328,6438,3731
5329,6440,3729
5330,6438,3727
5331,6445,3733
5332,6444,3734
5333,6449,3731
5334,6449,3730
5335,6445,3734
5336,6440,3733
5337,6444,3734
5338,6450,3730
5339,6447,3731
5340,6447,3730
5341,6455,3732
5342,6453,3736
5343,6455,3732
5344,6461,3736
5345,6469,3734
5346,6477,3739
5347,6484,3742
5348,6484,3747
5349,6483,3743
5350,6490,3746
5351,6489,3748
5352,6487,3743
5353,6484,3739
5354,6489,3738
5355,6493,3735
5356,6497,3730
5357,6493,3733
5358,6498,3730
5359,6499,3731
5360,6503,3729
5361,6501,3725
5362,6495,3726
5363,6500,3726
5364,6494,3725
5365,6496,3725
5366,6498,3726
5367,6493,3727
5368,6497,3722
5369,6496,3727
5370,6502,3730
5371,6510,3733
5372,6514,3736
5373,6519,3741
5374,6522,3738
5375,6525,3736
5376,6528,3736
5377,6528,3735
5378,6534,3730
5379,6539,3736
5380,6535,3735
5381,6537,3731
5382,6535,3730
5383,6535,3726
5384,6540,3727
5385,6543,3726
5386,6542,3724
5387,6549,3724
5388,6557,3723
5389,6557,3725
5390,6559,3725
5391,6559,3726
5392,6555,3721
5393,6557,3719
5394,6553,3721
5395,6561,3722
5396,6565,3720
5397,6570,3726
5398,6573,3729
5399,6578,3729
5400,6580,3724
5401,6579,3721
5402,6582,3716
5403,6576,3712
5404,6584,3708
5405,6582,3707
5406,6586,3713
5407,6586,3712
5408,6582,3715
5409,6584,3713
5410,6581,3710
5411,6581,3712
5412,6583,3707
5413,6577,3708
5414,6578,3710
5415,6581,3714
5416,6588,3720
5417,6583,3725
5418,6591,3724
5419,6596,3724
5420,6599,3719
5421,6598,3719
5422,6603,3723
5423,6608,3722
5424,6616,3722
5425,6612,3723
5426,6609,3720
5427,6614,3719
5428,6615,3717
5429,6609,3720
5430,6608,3716
5431,6610,3722
5432,6604,3721
5433,6598,3725
5434,6602,3730
5435,6609,3731
5436,6612,3730
5437,6617,3733
5438,6617,3732
5439,6617,3734
5440,6617,3739
5441,6612,3740
5442,6620,3741
5443,6628,3745
5444,6622,3743
5445,6619,3743
5446,6616,3739
5447,6615,3741
5448,6611,3746
5449,6613,3750
5450,6617,3752
5451,6625,3751
5452,6623,3750
5453,6625,3755
5454,6619,3754
5455,6613,3751
5456,6617,3746
5457,6615,3743
5458,6617,3739
5459,6617,3743
5460,6625,3742
5461,6621,3738
5462,6626,3744
5463,6621,3749
5464,6621,3744
5465,6615,3748
5466,6617,3752
5467,6613,3758
5468,6608,3757
5469,6602,3756
5470,6599,3758
5471,6607,3762
5472,6610,3757
5473,6608,3752
5474,6604,3752
5475,6605,3748
5476,6602,3749
5477,6599,3750
5478,6607,3748
5479,6609,3747
5480,6605,3750
5481,6600,3746
5482,6595,3742
5483,6602,3744
5484,6602,3745
5485,6607,3741
5486,6601,3742
5487,6600,3748
5488,6598,3753
5489,6592,3748
5490,6590,3744
5491,6586,3739
5492,6591,3739
5493,6589,3739
5494,6589,3739
5495,6588,3742
5496,6596,3745
5497,6600,3747
5498,6597,3753
5499,6596,3758
5500,6599,3756
5501,6605,3753
5502,6600,3756
5503,6602,3757
5504,6609,3758
5505,6607,3761
5506,6609,3767
5507,6613,3764
5508,6613,3763
5509,6612,3765
5510,6609,3770
5511,6617,3775
5512,6613,3771
5513,6607,3774
5514,6607,3776
5515,6604,3777
5516,6608,3773
5517,6613,3771
5518,6619,3772
5519,6613,3778
5520,6610,3774
5521,6605,3777
5522,6613,3774
5523,6611,3779
5524,6605,3784
5525,6609,3785
5526,6614,3780
5527,6621,3784
5528,6619,3784
5529,6627,3785
5530,6627,3790
5531,6634,3793
5532,6629,3799
5533,6629,3796
5534,6632,3797
5535,6637,3795
5536,6642,3797
5537,6637,3802
5538,6632,3801
5539,6630,3805
5540,6634,3801
5541,6641,3807
5542,6641,3810
